	PF00005	PF00664	PF08402	PF04069	PF03412	PF08352	PF09383	PF01297	PF12698	PF12974	PF01061	PF03459	PF06422	PF06472	PF13748	PF01578	PF03169	PF04392	PF05975	PF05992	PF08370	PF09821	PF10649	PF11545	PF12558	PF12704	PF12857	PF13346	PF13732	PF14510	PF14524	PF00488	PF00529	PF01970	PF02588	PF03109	PF03401	PF03886	PF06182	PF06541	PF09847	PF09991	PF12399	PF12679	PF12730	PF12848	PF16185	PF16296	PF16326	PF16576	PF09515	PF10439	PF11495	PF12790	PF01978	PF04777	PF16572
7ac81fd37313bccaa43d5dba674db309	29	5	0	0	0	0	0	1	4	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	3	2	2	0	0	0	6	0	0	0	0	0	0	0
7b4676b9992eb4ad7b737de964c159d5	63	6	1	1	0	3	1	1	3	1	4	3	0	1	0	2	0	3	0	1	0	0	0	0	0	9	0	0	0	0	1	1	2	0	1	1	0	1	0	0	0	1	1	4	3	4	0	0	1	9	0	0	0	0	0	0	0
800cdda1301b3fa5b9d82d20f22ff460	33	6	1	1	1	0	0	0	2	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	0	0	0	3	1	0	0	1	9	0	0	0	0	0	0	1
8041af5e072eb7899435e275b16ffa0c	98	11	3	3	0	14	1	3	12	1	10	3	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	3	2	3	3	0	0	1	0	0	0	0	0	0	0	0
805afcd2bd409626ffb30330a30ab0c0	61	3	0	1	0	2	0	1	15	1	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	5	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	0	3	0	9	0	0
8168b534de13d55225a2c769f95ca216	16	3	0	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	0	4	0	0	0	0	0	0	0
834cb905a03e71959c966a3a4bebd66d	46	4	1	3	0	3	1	1	1	4	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	2	0	0	0	0	0	0
838fc287b877bceaad6dfdd2fbcade8c	41	6	1	0	0	4	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	2	3	2	4	0	0	1	1	0	0	1	0	0	0	0
870d5c5ac485ccd4bc89d80d41abb2bc	135	13	2	7	0	13	1	2	12	3	14	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	9	2	0	2	0	0	0	0	0	0	0	0	0
884cbfa22a4183cfd8e9b109c0d9b381	62	7	0	0	0	4	0	1	4	3	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	3	1	0	0	4	0	0	2	0	0	1	1	4	4	4	0	0	1	3	0	0	0	0	0	0	0
89afc58221d01fc2e98b7a9d91b0b7e8	47	5	0	0	0	1	1	1	1	3	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	4	1	0	4	0	0	0	0	1	4	1	1	1	0	0	1	3	1	0	0	0	0	0	0
8ace98dde311f67777915c42d524699a	84	10	5	3	0	5	0	2	1	3	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	6	2	2	0	0	0	1	0	0	0	0	0	0	0	0
8c49082098d28ab33936577561179706	66	11	2	0	2	3	0	4	4	2	8	1	0	1	0	4	0	0	0	1	0	0	0	0	0	10	0	1	0	0	3	1	4	0	0	2	0	3	0	0	0	0	3	3	3	4	0	0	2	16	0	0	0	0	0	0	0
8c6acb83501880e72ebf52a764a6b19d	70	14	1	2	2	2	0	0	6	0	6	0	0	0	0	3	1	0	0	0	0	0	0	0	0	44	0	2	1	0	0	8	2	0	1	1	0	0	0	0	0	0	0	13	11	3	0	0	2	25	0	0	1	0	0	0	0
8e31e3a892bbf9d0f975da18460dc53c	138	28	5	3	0	11	3	2	6	2	4	1	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	3	2	0	1	3	1	0	7	1	1	0	4	0	0	1	0	8	16	6	0	0	2	10	0	0	1	0	4	0	0
8f56588e0e02ee661552c5aba2dc7196	40	3	1	1	0	4	0	0	3	1	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	4	0	1	0	0	0	0	2	1	1	3	0	0	1	11	0	0	0	0	0	0	1
91f83157416100632069ba65864681c8	52	3	4	9	2	3	1	1	0	3	0	3	0	0	0	4	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	1	0	0	3	0	0	1	7	0	0	0	0	1	0	0
92125350ccdc2f014d0366c1e1e9e95b	106	18	6	2	3	7	0	5	15	1	15	1	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	3	1	0	2	3	0	0	1	1	0	0	3	0	0	0	2	10	4	5	0	0	2	2	0	0	0	0	3	0	0
928fbc832fdf36ed4889c158b32164a0	52	4	0	3	0	1	1	2	3	2	4	1	0	1	0	2	1	1	0	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	1	1	2	2	3	0	0	1	5	1	0	0	0	1	0	0
94518bb814a8a79e60637ee6f92ce3bd	25	3	1	1	0	1	0	2	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	1	3	0	0	0	0	0	0	0
9973ef93131dfc19efd08d269b490e2a	42	4	2	0	0	2	0	1	3	1	7	4	0	1	0	3	0	1	0	1	0	0	0	0	0	3	1	2	0	0	1	2	1	0	0	2	0	2	0	0	0	0	1	5	5	4	0	0	1	16	0	0	0	0	1	0	0
9a817f8f180e369b680ebd4f5dc97095	60	7	2	2	0	2	0	1	2	3	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	5	3	4	2	0	0	1	0	0	0	0	0	2	0	0
9b44dd00aecd8bba4c42f00505caaf59	178	33	4	4	4	10	0	5	17	8	17	4	0	1	0	2	0	0	0	0	0	2	0	0	0	26	0	4	1	0	0	6	2	0	0	2	0	0	5	0	0	0	3	17	26	5	0	0	1	3	0	0	3	0	8	0	0
9c1ca38f7cfa1d43a865c6cfef46f029	17	2	0	0	0	2	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
9c5ea36a03190fb249a410fbb7a79941	30	3	0	0	0	0	0	1	4	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	2	2	4	0	0	2	10	0	0	0	0	1	0	0
9c9f4d0a2fe998aa468b440e1bf9c8df	35	2	0	0	0	4	0	1	3	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	1	6	0	0	0	0	2	0	0
9d6a993c1b7735ad464c5ed89e2fac9f	39	5	2	0	0	2	0	1	3	0	6	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	3	2	1	0	0	0	1	0	0	1	0	1	0	0
9db8b05aff7a721055798f933e144467	42	5	1	0	0	2	0	1	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	3	0	0	1	1	0	0	0	0	0	0	1	1	1	5	0	0	2	14	0	0	0	0	0	0	1
9e236d79678c7a4e44b0722d203ebbd1	27	6	0	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	1	2	0	0	1	11	0	0	0	0	1	0	0
a04d2f32b55d54fd6309827c30ca51ef	98	9	5	1	0	10	0	1	5	1	9	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	10	6	8	2	0	1	0	1	0	0	0	0	1	0	0
a205f2c5097533bd92900f9484fb3e1c	69	14	1	0	2	2	0	1	6	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6	0	1	1	0	1	3	1	0	4	0	0	0	0	3	0	0	0	0	7	4	0	0	2	0	1	0	0	0	2	0	0
a421dd61a0a69ea04251206c9eb98966	45	8	1	0	2	1	0	0	4	2	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	1	3	3	4	0	0	1	15	0	0	0	0	0	0	1
a58d19f2258347dda60873bbac396474	99	10	3	4	0	6	0	1	10	5	12	2	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	3	5	3	0	0	1	2	0	0	0	0	1	0	0
a67e943adc20d5a5932ca238a2182fad	55	9	2	0	2	2	0	1	4	1	6	5	0	2	0	3	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	3	0	0	1	0	1	0	0	0	1	1	6	6	3	0	0	1	18	0	0	0	0	1	0	0
a6f5ae654d5e618b8eb80c92c7578ab0	42	3	1	1	1	3	0	3	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	3	0	0	2	6	0	0	0	0	0	0	0
a9a7d8533b3a0d5c3068946116c61015	100	12	1	4	0	6	1	1	5	2	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	1	4	0	0	4	0	0	0	1	0	0	0	1	2	4	6	0	0	2	0	0	0	0	0	0	0	0
aa501ef5fc2ed1d6af385b5494a0d908	48	5	1	0	0	2	0	0	7	0	10	4	0	1	0	3	1	0	0	1	0	0	0	0	0	6	0	1	0	0	0	1	3	0	0	2	0	1	0	0	0	0	2	7	7	3	0	0	1	23	0	0	0	0	0	0	0
aabae8764985e344cec4f95cd08a9808	50	4	0	1	1	0	0	2	8	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	42	0	2	1	0	0	4	1	0	2	0	0	0	0	0	0	0	0	6	6	4	0	0	1	17	0	0	0	0	0	0	0
abe63b27da9691ccd6621e08f400e2f6	23	0	0	0	0	4	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0
ada5f1e8b0eaee10af2299b59659d0e2	47	5	1	0	0	2	0	1	5	3	6	4	0	0	0	6	0	3	0	0	0	1	0	0	0	7	1	0	0	0	0	2	6	0	0	2	0	0	0	0	0	1	1	4	5	5	0	0	2	12	0	0	0	1	0	0	0
b0859746063161c5bab09269ec09aad7	123	13	7	2	0	12	1	4	4	1	7	2	0	1	0	3	0	1	0	1	0	0	2	0	0	5	1	0	0	0	1	1	5	0	0	2	0	2	0	0	0	0	6	4	4	3	0	0	2	14	0	0	0	0	0	0	0
b5a13d37af966c1832232ef71cfc14eb	53	8	1	1	4	2	1	2	2	1	4	2	0	0	0	3	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	1	2	0	0	1	0	1	0	0	0	0	2	3	2	3	0	0	1	4	0	0	0	0	0	0	0
b717fd5dba4e13ff03c28eb998500388	96	13	3	1	0	3	1	3	5	4	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0	1	0	0	0	3	1	3	2	0	3	0	0	8	0	0	2	1	3	3	0	0	2	3	2	0	0	0	0	0	0
b7e3cbdc8821ff5c4994d083bd975983	232	27	4	6	0	42	1	2	20	7	23	3	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	6	9	16	6	0	2	1	1	0	0	0	0	9	0	0
b8e5d7a3b28fb76e4302cca4b35dc56a	43	6	0	0	0	4	3	0	2	0	5	1	0	0	0	3	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	5	4	1	0	0	0	10	0	0	0	0	0	0	0
b9d3591b75478ee26648a5398c347a00	52	6	2	0	2	4	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	2	3	0	0	0	0	0	0	3	1	3	0	0	1	3	0	0	0	0	1	0	0
bca692d893862783b35583d1ad1b2aa9	30	4	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0
bccb352d9e3c2d1bb0420bdd59decc91	80	2	9	0	0	16	0	2	7	2	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	6	0	0	0	4	0	4	0	1	2	0	0	0	0	0	3	12	12	0	0	0	0	0	0	0	4	0	14	0	0
c17b47df7c288ba4b44d11e3b2a38ce0	45	4	0	0	0	3	0	2	5	0	12	0	0	0	0	0	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0
c18b080b44c8c1f605f80dc0659bd0b8	41	7	0	0	1	2	0	0	3	3	3	0	0	1	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	2	1	2	0	0	1	12	0	0	0	0	1	0	0
c27bbdd78dfef5044984a72f8b76c8b5	91	1	13	0	0	27	0	2	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	4	0	2	0	1	1	0	0	0	0	0	6	4	3	0	0	0	0	0	0	0	5	0	18	0	0
c2a137a3871ed60a0ec801c7de192f07	151	15	2	2	0	19	1	3	16	1	17	2	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	4	0	2	0	0	0	2	6	12	3	0	1	0	0	0	0	0	0	2	0	0
c2b7a9a05a9a71d8285e176a042e6174	50	5	0	1	0	2	2	2	2	1	2	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	3	2	0	3	0	0	2	5	1	0	0	0	0	0	0
c382670a7de7623979abb33936306d04	63	9	3	0	1	3	1	3	6	3	4	0	0	1	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	3	3	4	0	0	1	27	0	0	0	0	0	0	0
c5f45a6fc4ed781f5123243177f7be0b	90	10	5	1	0	10	0	2	6	0	9	1	0	0	0	3	0	0	0	0	0	3	0	0	0	8	0	0	0	0	2	3	0	0	0	2	0	0	2	0	0	0	4	8	7	2	0	0	1	7	0	0	1	0	1	0	0
cc707ff76b4679481e7defc787c8f098	45	9	1	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	20	0	1	1	0	1	3	2	0	0	1	0	0	0	0	0	0	0	2	3	4	0	0	2	25	0	0	0	0	0	0	0
cd86fa5eabb24e630bf1602158bfb493	228	20	9	5	0	11	1	3	23	4	24	4	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	2	0	1	2	0	2	0	0	0	10	17	20	5	0	0	1	0	0	0	0	0	5	0	0
cf006f6275d9d4d7167840f6ee8764b6	42	4	0	0	0	0	0	0	2	0	3	1	0	0	0	2	2	1	0	0	0	0	0	0	0	15	0	2	0	0	0	1	2	0	0	1	0	1	0	0	0	0	1	3	4	2	0	0	1	8	0	0	0	0	1	0	0
d1d5ca5c847cf715535e131efa82240a	42	2	0	1	0	1	0	1	6	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0
d2f8c9c9d7fc71cc0f5ae4c505ae7c25	209	21	8	2	0	20	0	3	22	3	30	1	0	0	1	1	0	0	0	0	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	2	0	0	4	0	0	0	2	13	16	4	0	0	1	0	0	0	0	0	5	0	0
d343c802765e689acdc81aa786f1c3be	33	2	0	0	0	0	1	1	0	2	2	1	0	1	0	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0
d34d61c76b63afc7712dd989fb5c3c53	62	0	7	0	0	8	0	1	7	1	9	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	2	0	0	0	0	1	1	0	4	0	7	0	0
d47772d49c5f29cadbf7dedd8d94ae4d	168	11	16	12	1	20	2	1	5	10	9	9	0	1	0	2	0	1	0	1	0	2	0	0	0	6	1	0	0	0	1	1	10	0	0	1	0	3	2	0	0	0	9	4	2	5	0	0	1	31	0	0	2	3	1	0	1
d559edf4b5ec905cc77eeecb46a8121f	41	7	4	0	0	0	2	1	2	3	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	3	1	0	3	0	0	0	0	1	1	2	1	3	0	0	0	3	1	0	0	0	0	0	0
d70d949877bcaa888863c99f88b9766f	76	7	4	0	1	11	1	1	4	1	4	1	0	0	0	3	0	1	0	0	0	0	0	0	0	6	1	0	0	0	0	1	2	1	1	1	1	1	0	0	0	0	1	1	1	4	0	0	1	12	0	0	0	1	0	0	0
d89c7e6c587a8cbb2e52309f96a5f5b9	27	0	0	0	0	6	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	3	0	0	0	0	0	0	0	4	0	6	0	0
dc913db2b6166ea3d7c80cc5180b9bdb	66	5	4	0	0	14	0	1	7	0	8	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	5	0	0	1	0	0	0	0	0	1	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0
dda09a917b2488376b4f5bf97911e9f6	61	3	1	15	0	16	0	1	3	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	3	2	0	0	0	0	0	0
ddd246e02ed60a5e78e01e9f51c498ce	81	7	1	0	3	3	0	3	9	2	11	0	0	2	0	2	1	0	0	1	0	1	0	0	0	11	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	4	5	6	3	0	0	2	18	0	0	0	0	0	0	0
ddd9947a2ebe4b2989b5398c10b9b6a6	37	9	0	0	1	1	0	0	1	0	2	1	0	1	0	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	2	2	3	4	0	0	1	14	0	0	0	0	0	0	0
de3621c7d48521baa14f0491ef441d5a	95	12	0	2	0	2	1	2	3	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0
df67935c32f794ca6756b2821d08f294	28	0	1	0	0	2	0	1	4	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3	0	0
e52145608be04e7de2f683f85fa1216a	246	9	11	3	0	53	0	3	20	5	20	4	0	0	0	2	0	0	0	0	0	0	0	0	0	12	1	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	8	9	6	3	0	0	2	0	0	0	0	0	2	0	0
e53ced98a49a658f7644de3a54156721	29	3	2	0	0	0	0	1	5	0	4	2	0	0	0	2	1	1	0	0	0	0	0	0	0	9	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	4	0	0	0	0	8	0	0	0	0	4	0	0
e6e98c0e40d6c1b94c1626cf05dded83	25	1	1	2	0	0	0	1	6	1	6	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	6	1	0	0	1	0	0	0	0	0	0	0	0
e7f94a594ab5ce628c571e2c6b7cc493	47	2	1	1	2	3	1	3	4	0	7	2	0	0	0	1	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	1	4	0	0	1	0	1	0	0	0	0	3	3	2	2	0	0	1	11	0	0	0	0	0	0	0
ea3be84443cd3d551ab12ddca478cb08	67	6	1	2	0	5	2	2	6	1	3	1	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	2	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	2	5	3	0	0	2	2	0	0	0	0	1	0	0
ec8562266bc10a68c52bbba7a1e45bf8	135	15	0	4	0	19	1	3	8	2	14	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	4	9	5	0	1	1	0	0	0	0	0	0	0	0
f0b9472251aa6c3ae3d242526e1a0a82	50	3	1	0	0	2	1	1	5	3	7	5	0	1	0	3	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	1	1	4	5	4	0	0	2	8	0	0	0	0	1	0	0
f3306aa0cf90440f17740e1b0eb66c04	20	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0
f7577ab0769cd3ae6a59302b3f44c485	19	0	0	0	0	2	0	2	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	8	0	0
f75a0744aea7aa9425784ac49932d2f2	103	8	7	4	1	5	2	1	3	6	6	3	0	0	0	4	0	1	0	0	0	0	1	0	0	2	1	1	0	0	0	1	1	4	0	2	30	2	0	0	0	0	9	3	3	4	0	0	1	11	0	0	0	1	1	0	0
f8784bb5670fbab9330c9b4e66ef7b9f	19	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
f94aca17d40a3684a838eb2589c900a1	104	12	6	1	0	7	1	2	8	5	6	1	0	0	0	2	0	2	0	0	0	0	0	0	0	5	0	0	2	0	0	2	0	1	1	0	1	0	3	0	0	1	7	6	3	2	0	0	1	3	2	0	0	0	1	0	0
f9a13cb299a3060bdb59565d90604e2c	17	0	1	1	1	0	1	2	4	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0
fd06c7f9182ea91ca5133e1df8ea3d84	103	9	4	2	0	4	1	2	11	1	11	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	3	10	3	0	1	1	1	0	0	0	0	0	0	0
fdb5ed5174adf3432926a432f9ff8beb	35	0	2	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0
